TP_TCP_DOWN TP_TCP_UP RTT LOSS_DOWN LOSS_UP JITTER_DOWN JITTER_UP
18103888.155325 18423232.470435 0.258216 0 0 0.040216 0.012423
7044663.503816 12897704.016009 0.102637 0 0 0.000699 0.00066
6947036.869655 7822218.457253 0.260962 0 0 0.174087 0.01182
26511992.013897 5886771.916871 0.076244 0 0 0.002413 0.012236
8320577.111503 8115415.093604 0.144766 0 0 0.087362 0.005566
14101582.415129 10863051.419154 0.082815 0 0 0.001571 0.000107
2726265.258637 16224871.85066 0.068885 0 0 0.002222 0.004706
16438668.770185 13822406.122342 0.062327 0 0 0.001311 0.001526
10819706.44434 3254935.423451 0.084584 0 0 0.025254 0.001317
6354836.545991 10988681.301149 0.090232 0 0 0.020483 0.033069
4228429.148151 5725565.485821 0.186198 0 0 0.090233 0.013243
22458569.32019 11850020.162942 0.262338 0 0 0.157233 0.011187
4614530.827395 10227351.513573 0.06906 0 0 0.002408 0.026648
3426222.188697 4959021.294699 0.12543 0 2 0.003946 0.029083
31072501.004054 37304188.905438 0.041953 0 0 0.001328 0.010372
42751025.595181 20143333.690755 0.251231 0 0 0.167366 0.010019
31724953.332196 15518700.737388 0.118779 0 0 0.074899 0.011416
25961275.893313 11815456.636045 0.049964 0 0 0.008158 0.005251
10804451.170619 19432590.732077 0.076533 0 0 0.001309 0.004451
31446857.781268 36189412.57245 0.074225 0 0 0.001194 0.01157
9661527.354755 3465008.288904 0.061026 0 0 0.000311 0.003483
16033113.840677 2493047.794547 0.052621 0 0 0.001453 0.007052
22818286.497278 34804326.856833 0.068704 0 0 0.001266 0.005418
13344201.249667 12780673.170925 0.05672 0 0 0.001119 0.004581
20560391.344621 22171277.877717 0.092131 0 0 0.023459 0.010718
3829620.022582 1347522.996043 0.153696 3 3 0.040259 0.106975
31520843.889873 9757020.731765 0.062782 0 0 0.00117 0.00277
19061532.811161 12980625.012954 0.053437 0 0 0.000228 0.000548
23961366.383099 11061026.050478 0.120397 0 0 0.072286 0.016253
9956926.471945 3640881.650008 0.179778 0 0 0.142504 0.031552
24834064.29142 2249253.593491 0.079565 0 0 0.004477 0.00844
7763030.990321 17300081.401245 0.060961 0 0 0.003704 0.000664
39805795.200245 22526817.53741 0.041894 0 0 0.001641 0.005122
6077948.411864 2554672.593407 0.220267 0 0 0.039722 0.000455
14236233.329269 7461508.687566 0.110387 0 0 0.000913 0.00666
18518769.445762 27264658.059433 0.110173 0 0 0.000823 0.004394
2534755.337703 15395746.286293 0.196566 0 0 0.005764 0.026698
4651220.205977 715904.585531 0.085661 0 0 0.030631 0.020063
1275065.37676 4277597.467578 0.103808 0 2 0.019036 0.052154
17524187.330658 10529229.564923 0.119144 0 0 0.001313 0.000993
23339499.132095 2935738.935043 0.048924 0 0 0.002382 0.001533
28019574.784811 18888122.078296 0.064547 0 0 0.001008 0.007796
14499028.302856 8328407.782011 0.127126 0 0 0.017326 0.087571
13043139.757702 2767785.412136 0.144261 0 0 0.084983 0.005615
58860617.094309 35611673.7835 0.051655 0 0 0.002291 0.004721
4134642.877472 112490.985063 0.053994 0 0 0.005967 0.014745
15851997.031815 20577707.950306 0.081054 0 0 0.003083 0.004987
21773586.536643 19866386.898289 0.199716 0 0 0.284772 0.019591
18247245.936047 13640771.625735 0.055787 0 0 0.000523 0.00403
2902214.594597 233065.368223 0.18229 0 0 0.160997 0.007223
23536319.082925 2313539.623493 0.081525 0 0 0.00478 0.003519
7981637.967398 12577467.84295 0.068769 0 0 0.000708 0.000574
4616508.987707 2931160.325637 0.093137 0 0 0.002466 0.003745
19017386.101257 19663018.009284 0.153625 0 0 0.083563 0.019403
6089246.189362 9796133.42145 0.12215 0 0 0.004282 0.000301
8752425.188768 8163621.182903 0.177469 0 0 0.005704 0.025067
23424378.770986 12648583.155056 0.074239 0 0 0.001077 0.007137
2472448.053341 1611051.812676 0.185897 0 0 0.212956 0.006114
16811466.955734 13407332.096457 0.069147 0 0 0.005839 0.000595
22922583.941359 20651546.371234 0.529465 0 0 0.00191 0.676952
21447464.775555 2298030.436008 0.053877 0 0 0.007382 0.00161
5708231.754783 12437305.23296 0.048952 0 0 0.002972 0.005737
13251279.647377 12432433.955224 0.064185 0 0 0.000467 0.019754
7461115.775819 19436071.103299 0.079549 0 0 0.01659 0.001344
1688240.193059 737452.293049 0.212565 0 0 0.160133 0.00934
9832566.687858 6628310.002691 0.074779 0 0 0.001767 0.005971
21741387.943772 2684170.00021 0.066491 0 0 0.026231 0.007752
1140164.31437 1283210.693376 0.075059 0 0 0.001046 0.011631
1531388.903492 5135111.760649 0.119893 3 3 0.011114 0.015165
20798400.988246 3001266.775116 0.078554 0 0 0.002781 0.007484
12654973.067396 9452453.098986 0.112811 0 0 0.005536 0.020042
22305631.341751 16108203.241774 0.065521 0 0 0.000846 0.008719
6794892.180598 9772599.830337 0.08849 0 0 0.023024 0.008015
53149827.468962 37215640.717843 0.059576 0 0 0.000963 0.005539
18069715.630398 12694375.205638 0.05536 0 0 0.00119 0.004464
14244154.251586 4728900.673222 0.044894 0 0 0.002607 0.005623
1270529.302609 1035565.937969 0.919337 0 0 0.052033 0.125571
13573294.613186 7705610.809624 0.081882 0 0 0.006049 0.02422
26212953.980592 15000305.072017 0.062185 0 0 0.000863 0.005614
9966645.737078 8285013.435975 0.061227 0 0 0.002805 0.00448
46218356.888031 14832031.146178 0.07427 0 0 0.00055 0.005442
20055256.777787 15270501.502251 0.067253 0 0 0.000511 0.014593
27277880.3594 5857504.642207 0.055456 0 0 0.001908 0.00491
7757437.943414 12045778.91558 0.046506 0 0 0.015884 0.005012
25410930.231585 25635143.316912 0.047088 0 0 0.002912 0.001362
28174850.340393 13468985.71089 0.064931 0 0 0.000393 0.009091
635692.149822 7565.666748 0.105416 0 4 0.003677 0.041562
16909957.28474 20902493.634217 0.058456 0 0 0.000999 0.006875
30435854.789066 15093157.425142 0.076328 0 0 0.000551 0.005313
6111731.409985 458284.135327 0.08034 0 0 0.003468 0.008192
11918438.773708 1702514.829446 0.180709 0 2 0.008168 0.003824
10481644.300003 36185927.561128 0.072904 0 0 0.002399 0.00391
1495163.715602 73463.151525 0.150016 0 2 0.012324 0.037948
31359381.908089 16904237.705059 0.073048 0 0 0.001256 0.014115
25640060.303344 25216113.01139 0.057554 0 0 0.006455 0.019868
3541223.035881 3436989.770716 0.082281 0 0 0.00574 0.009044
17475289.370402 37269904.678275 0.053826 0 0 0.000997 0.002064
16495907.578228 7985666.645423 0.070763 0 0 0.003222 0.008547
1725404.729386 54459.142178 0.137836 0 0 0.010162 0.043427
16922133.145517 31519897.689046 0.054495 0 0 0.001318 0.002697
24397943.939152 15049525.595904 0.065467 0 0 0.000749 0.008216
16530513.673609 36404943.879557 0.057262 0 0 0.001002 0.005025
4488957.588666 2630984.940173 0.058785 0 0 0.004002 0.006737
4041793.258887 76232.816783 0.09975 0 0 0.005512 0.024508
19159064.62625 11838171.569402 0.066399 0 0 0.000671 0.010503
4303590.87457 120526.555032 0.112789 0 0 0.009925 0.045071
12810440.060618 36731734.009982 0.072099 0 0 0.000933 0.004097
7960570.991056 10187016.255882 0.040364 0 0 0.001599 0.005646
10591484.68053 23348423.454176 0.055924 0 0 0.000979 0.007031
35556100.092973 11279727.126751 0.072005 0 0 0.000918 0.012401
12910149.433185 19872914.346656 0.056377 2 0 0.007683 0.005569
12115575.19126 21976934.290945 0.055268 0 0 0.000591 0.006122
13481140.188282 23217027.830407 0.16414 0 0 0.000843 0.004873
8848168.371355 19722107.012709 0.071533 0 0 0.001174 0.00484
15170162.302476 14121669.441277 0.071631 0 0 0.001188 0.004625
8263013.405334 18244842.359784 0.070256 0 0 0.001219 0.005521
96362606.009194 6146975.885431 0.069296 0 0 0.002323 0.008511
10057779.319621 22879819.885117 0.071721 0 0 0.000757 0.006002
20392650.229987 9144388.539635 0.045564 0 0 0.003662 0.009424
6602431.283775 1811533.639093 0.075606 0 0 0.004215 0.011039
9592638.379638 21658859.081621 0.056039 0 0 0.000721 0.006969
6597462.960133 1804415.276412 0.080657 0 0 0.00439 0.008718
19564372.735974 10848048.065279 0.064585 0 0 0.00073 0.006034
47695104.141467 16836732.511173 0.052654 0 0 0.001411 0.004603
12979220.187957 19481597.350491 0.053216 0 0 0.000543 0.005673
18394229.414878 5943391.53045 0.056993 0 0 0.001368 0.005233
11628271.452156 11564660.541326 0.063801 0 0 0.000414 0.007232
22770274.390956 6573562.414578 0.060705 0 0 0.001803 0.010602
45409336.218071 16810742.481016 0.050723 0 0 0.000584 0.003772
10290998.414987 23430126.537581 0.058612 0 0 0.000419 0.006846
9647546.570283 18703441.439923 0.054354 0 0 0.000764 0.005137
11002287.807036 21859703.153834 0.055796 0 0 0.000466 0.007157
29490851.386051 15147801.160486 0.041186 0 0 0.002793 0.004559
36917048.957624 15383122.773803 0.041661 0 0 0.001116 0.005124
17773841.457182 11728784.120478 0.06319 0 0 0.000439 0.013256
11149145.626993 18870470.085842 0.053687 0 0 0.000903 0.005078
76923119.691794 17136665.713769 0.154387 0 0 0.000765 0.007917
59907679.030159 18274703.50188 0.052291 0 0 0.001149 0.00494
9320784.95593 18105273.222474 0.057141 0 0 0.000756 0.006621
32892106.406134 11430179.687498 0.057849 0 0 0.001581 0.005196
48237894.235099 7413872.288391 0.064372 0 0 0.000499 0.005038
15344593.613801 10610741.155198 0.066211 0 0 0.000483 0.020434
9302057.119823 20527307.07887 0.053514 0 0 0.00107 0.006346
8491372.402015 18147434.390579 0.053283 0 0 0.000893 0.004452
9477988.146185 22498481.340276 0.052754 0 0 0.001177 0.004924
23215631.807228 13966758.216598 0.040936 0 0 0.004313 0.003992
19391507.034485 9046195.800282 0.062615 0 0 0.000428 0.007397
91445615.588063 21044397.590693 0.150571 0 0 0.00101 0.003632
34338027.134684 25756612.239869 0.171442 0 2 0.001674 0.045837
29608391.546374 9034598.154943 0.066823 0 0 0.000461 0.011978
64959478.140178 14839521.445549 0.053683 0 0 0.000801 0.005503
9393005.644605 19442495.358263 0.055338 0 0 0.000603 0.005686
41076656.162779 10796849.792742 0.056531 0 0 0.001461 0.00546
17761428.457647 8998712.740048 0.0638 0 0 0.000447 0.004945
13507414.454486 19596181.751606 0.056513 0 0 0.001136 0.006273
9993024.736832 20045499.54812 0.05571 0 0 0.000428 0.005287
12972443.004752 16979248.455281 0.054009 0 0 0.001021 0.005595
23537927.986117 4031499.588922 0.044992 0 0 0.003253 0.003428
40001778.565984 20992083.12146 0.057082 0 0 0.010707 0.02
23527120.536504 8287333.071507 0.06375 0 0 0.000372 0.009405
93203035.794905 2758622.833701 0.152338 0 0 0.001434 0.006626
48258914.106256 18608566.882102 0.051427 0 0 0.000835 0.010561
9795286.928484 20347310.508639 0.056627 0 0 0.000568 0.004791
24200522.531373 10670830.17498 0.079726 0 0 0.005351 0.006468
28784238.754799 10350028.592457 0.063679 0 0 0.000466 0.010812
11058898.045761 22089685.829972 0.055721 0 0 0.000856 0.007027
19047522.473843 11524037.502508 0.065282 0 0 0.000479 0.012916
9642921.000167 20138403.499211 0.057733 0 0 0.001015 0.007183
8206767.677897 19005584.651688 0.057544 0 0 0.001177 0.00549
26055112.129586 3326847.34362 0.048725 0 0 0.003418 0.004174
6204957.05112 2324729.462617 0.080982 0 0 0.004139 0.008539
61883330.759759 12695905.254943 0.152844 0 2 0.003171 0.00651
23483933.750094 18393247.335472 1.14408 4 0 0.022209 0.132022
23767751.53256 11182339.16807 0.080198 0 0 0.001273 0.045942
44685424.536072 17750846.271019 0.05165 0 0 0.000697 0.004665
9493327.708897 16666546.010742 0.058115 0 0 0.000582 0.005589
36013962.023848 7945241.189546 0.057039 0 0 0.001218 0.003693
22440878.520914 7102966.863604 0.067132 0 0 0.000471 0.006957
39303132.568938 7321414.732663 0.056591 0 0 0.001455 0.004899
32456999.969463 17643476.984489 0.052833 0 0 0.002158 0.005568
10000212.325949 16674305.391238 0.057552 0 0 0.000642 0.00851
19790822.481279 7858420.970382 0.065111 0 0 0.000468 0.016575
10243483.240458 20650029.810665 0.052944 0 0 0.000976 0.005743
10067834.952562 22225420.529906 0.056354 0 0 0.001346 0.005042
9824194.902645 12701488.870092 0.070591 0 0 0.001845 0.004678
18827084.06333 10861690.672059 0.164455 0 0 0.005513 0.019559
32539587.122105 26751443.357284 0.091198 0 0 0.000692 0.003172
11862169.038485 4118329.406683 0.056098 0 0 0.001086 0.005312
16632953.559911 2838866.615069 0.193157 0 0 0.130278 0.011468
2396160.570353 13091804.189343 0.114153 0 0 0.000686 0.000577
10273747.496583 12935093.854732 0.133483 0 0 0.003727 0.010061
11702353.63439 18079323.735559 0.057369 0 0 0.000383 0.007782
29700356.24115 31248643.882065 0.106568 0 0 0.000717 0.000346
43803391.562484 25387360.403204 0.036968 0 0 0.001056 0.003856
19781029.653749 30448679.820039 0.058945 0 0 0.003316 0.005319
26946335.881262 19252458.643809 0.150343 0 0 0.079925 0.011724
17824979.721738 12795072.777679 0.063508 0 0 0.001056 0.00053
15163642.265379 10052541.215436 0.070883 0 0 0.001382 0.02387
13178511.180868 21021849.791267 0.18785 0 0 0.16033 0.012266
25716153.008183 9389949.451557 0.06847 0 0 0.000638 0.031297
28881229.326096 27971037.954668 0.083292 0 0 0.000922 0.000985
13456735.011804 18978938.485541 0.054967 0 0 0.000512 0.005618
22472176.728557 15397586.626969 0.164745 0 0 0.146578 0.00615
17997119.922653 14358001.800967 0.068546 0 0 0.012828 0.008002
5843562.93949 19014460.032675 0.101662 0 0 0.003499 0.011258
7831250.492895 1223596.039024 0.128436 0 0 0.00378 0.006183
23150855.538602 10297263.111047 0.071904 0 0 0.001089 0.005898
19897951.484436 19642813.192538 0.117164 0 0 0.051807 0.029581
25026538.019127 13471222.017473 0.074747 0 0 0.000953 0.001829
12505261.98649 20105733.028643 0.193511 0 0 0.130967 0.011268
23325357.699943 5573136.122332 0.081242 0 0 0.000761 0.00162
17728399.279642 21909659.587338 0.069533 0 0 0.001566 0.005187
43046380.014183 19177687.211889 0.072373 0 0 0.000535 0.000417
33345336.992103 44271569.919714 0.044493 0 0 0.001683 0.008096
13873648.921457 4667129.769089 0.162005 2 0 0.006346 0.02333
4368624.738204 11723745.794528 0.072308 0 2 0.023345 0.020856
4771819.874708 12365974.791838 0.163467 0 0 0.002926 0.023707
22838271.809686 15028294.846614 0.181616 0 0 0.118701 0.022799
51440206.303046 10516591.69543 0.065128 0 0 0.000619 0.008529
1891127.02871 5026162.357994 0.084289 0 0 0.005151 0.011971
5817582.38231 2706285.458162 0.124123 0 0 0.001663 0.00092
13078355.729226 8803452.545864 0.185995 0 0 0.1601 0.006585
15549335.171457 3715241.957787 0.120498 0 0 0.040819 0.010815
49131270.010588 27930398.802274 0.053534 0 0 0.000763 0.004596
29762267.014255 15192703.817975 0.05632 0 0 0.001707 0.000605
40901521.231691 38479901.774023 0.05622 0 0 0.001668 0.004223
24181356.375226 12617650.5471 0.111404 0 0 0.061565 0.001431
35068484.407126 10880907.827409 0.041216 0 0 0.00135 0.004658
30124447.894753 35020546.091977 0.048779 0 0 0.001618 0.005894
5523715.996506 9814871.418197 0.095837 0 0 0.028547 0.007946
7703853.833681 16957914.05983 0.19471 0 0 0.160746 0.010512
39086836.469869 22844477.397234 0.085297 0 0 0.000921 0.001479
20640900.292513 12229986.330875 0.191609 0 0 0.126857 0.00566
17631008.405267 12683090.167532 0.064688 0 0 0.001156 0.009296
15035116.212167 4149104.43247 0.107133 0 0 0.040084 0.00538
6451269.061603 803485.446253 0.128346 0 0 0.002223 0.01568
4493281.379737 7293166.072901 0.118491 0 0 0.000643 0.019817
12439620.299107 15365449.719111 0.2466 0 0 0.166449 0.02632
39105826.431677 15530046.287906 0.062052 0 0 0.001238 0.000977
7031068.95072 19987162.400876 0.089025 0 0 0.000637 0.000752
18848193.888298 19243404.585575 0.143613 0 0 0.040695 0.017062
26260385.035149 12859971.374267 0.058129 0 0 0.000854 0.0056
11950379.355459 18150398.086662 0.147168 0 0 0.095167 0.005778
13776676.30071 36311899.419295 0.069428 0 0 0.000842 0.005291
16475873.298446 29122258.008081 0.069671 0 0 0.001276 0.005105
2500850.221669 5818538.425344 0.06996 0 0 0.001877 0.035181
26484090.225697 16416489.689953 0.08483 0 0 0.000836 0.001051
1659458.595549 2199121.503229 0.15665 0 2 0.001804 0.023319
27343846.009015 9318635.006926 0.068412 0 0 0.000629 0.018271
5167755.366206 8605695.331228 0.102062 0 0 0.010852 0.000641
18268217.535967 19699375.707052 0.228426 0 0 0.145359 0.006054
3043347.082196 4380417.63389 0.184015 0 0 0.086773 0.016142
23284021.882298 9609712.506934 0.110885 0 0 0.000613 0.00403
30964168.992519 9792557.605489 0.051594 0 0 0.001142 0.005496
25779359.187373 13642429.424523 0.071394 0 0 0.000687 0.000741
5326509.208781 22040862.382499 0.111914 0 0 0.001165 0.000371
52286751.214998 36553865.349061 0.05543 0 0 0.001703 0.003924
23347660.976584 16168782.926481 0.079981 0 0 0.020165 0.005615
30991411.799528 18225635.598315 0.069693 0 0 0.019821 0.001777
28298038.229385 10964313.588799 0.072222 0 0 0.001275 0.025776
12197382.630998 13774921.578455 0.220878 0 0 0.1511 0.020294
9583744.067031 24942419.514453 0.073351 0 0 0.000802 0.000635
6060162.901513 13517987.462495 0.175162 0 0 0.115263 0.011416
14196146.402496 14814527.313672 0.061725 0 0 0.000709 0.016988
27317726.148566 6711689.603817 0.085758 0 0 0.000733 0.000891
10599103.042895 6502864.352126 0.130562 0 0 0.040842 0.016329
31499122.539005 6854865.924216 0.117246 0 0 0.011669 0.00057
29233458.108481 14475556.962831 0.069195 0 0 0.001412 0.000426
18840233.512878 10265639.913692 0.086985 0 0 0.01102 0.017171
6634385.607596 9842646.222669 0.098254 0 0 0.007458 0.020293
13886834.159846 12024526.92121 0.072262 0 0 0.005042 0.010415
21637620.917509 18149504.671982 0.048681 0 0 0.002047 0.004727
40883506.635181 33020576.645474 0.064612 0 0 0.001078 0.004798
17779115.619766 9396894.528514 0.247662 0 0 0.160094 0.011533
7582241.947684 23902736.310926 0.082846 0 0 0.001303 0.007935
1277677.098724 6274001.402813 0.163572 0 0 0.002808 0.02628
1119938.331506 1834915.348473 0.185756 0 0 0.009369 0.032685
50905202.762889 28286109.746362 0.051944 0 0 0.000636 0.007652
23743980.668628 19948116.717262 0.070681 0 0 0.004065 0.002329
19649937.536289 16091153.921596 0.119835 0 0 0.01636 0.001388
60903888.184084 35309202.761199 0.052368 0 0 0.001141 0.004876
36384955.722594 16091041.858979 0.076415 0 0 0.001637 0.000428
2821146.111905 12306881.54144 0.100958 0 0 0.000646 0.000491
6753706.814665 3481438.928872 0.113895 0 0 0.144175 0.005838
22237442.548017 11814194.89024 0.054587 0 0 0.000256 0.000856
46417129.790083 34381564.631588 0.054636 0 0 0.001872 0.003988
17552475.242808 19571155.623262 0.142469 0 0 0.027729 0.002242
51523710.238678 32892252.917534 0.056525 0 0 0.001373 0.005856
23886707.754904 6127832.560773 0.058896 0 0 0.000803 0.020536
6507786.896008 13549694.259038 0.140906 0 0 0.093279 0.007735
10883059.926454 10746340.558576 0.065327 0 0 0.000604 0.021473
12457744.510979 24015044.094403 0.074016 0 0 0.000628 0.001026
28699929.635195 20120776.845534 0.06328 0 0 0.000832 0.004883
5219715.127414 921716.821086 0.081761 0 0 0.013587 0.006049
29273087.141575 19731069.957652 0.076293 0 0 0.03447 0.011061
32765158.05234 19805481.107842 0.050024 0 0 0.001457 0.005386
6294740.38872 9133072.193844 0.120103 0 0 0.016848 0.005679
32855616.288747 12823678.413797 0.049658 0 0 0.000541 0.000323
23786919.318614 11151528.950421 0.100246 0 0 0.060907 0.001341
19070287.722247 14757660.925815 0.086978 0 0 0.000311 0.005067
14155423.042765 20499083.822933 0.061924 0 0 0.002968 0.004996
16464051.405853 16360296.424102 0.150038 0 0 0.137395 0.012899
25186354.639696 25963459.015847 0.078881 0 0 0.001337 0.005288
15632132.065173 6479795.622541 0.173702 0 0 0.007816 0.00975
30111123.351505 5291002.723945 0.180202 0 0 0.014758 0.00921
24830455.188418 15197358.796005 0.068136 0 0 0.024231 0.013594
22941766.983323 9473092.194083 0.079311 0 0 0.000601 0.034491
67454276.196294 30919873.517608 0.052629 0 0 0.000728 0.004301
6088293.279281 10913014.36447 0.085326 0 0 0.00633 0.001458
22581182.069931 10715442.394805 0.110431 0 0 0.003791 0.011337
17374896.528219 8114447.529364 0.078275 0 0 0.001253 0.001222
7172674.21868 2793336.917494 0.104862 0 0 0.000687 0.008447
36944887.200589 37205519.002822 0.040035 0 0 0.000808 0.00463
26421917.289045 11994773.097618 0.056241 0 0 0.000718 0.005308
39536931.7597 26366622.202238 0.056622 0 0 0.002973 0.004478
17697592.24747 2661622.233153 0.302681 0 0 0.074732 0.000729
10659545.904052 12699312.734683 0.205936 0 0 0.139396 0.00608
19183088.075234 9308350.665426 0.058289 0 0 0.000406 0.009127
12309066.189893 18611283.801901 0.071184 0 0 0.000421 0.005815
16032348.923719 7982532.790159 0.063655 0 0 0.002097 0.008501
22063630.188428 22045472.288722 0.076166 0 0 0.015611 0.010591
24446089.662416 21841619.351421 0.112528 0 0 0.000494 0.002038
3302539.665291 171564.584724 0.136662 0 0 0.075872 0.027756
9400114.18415 1759165.682879 0.128819 0 2 0.00591 0.012577
37569377.955335 7978533.790646 0.055786 0 0 0.004571 0.004916
30542078.35085 12452617.263406 0.050592 0 0 0.000881 0.00501
18598785.983322 19718342.239567 0.264261 0 0 0.040861 0.029496
29824647.049344 12234274.821446 0.056063 0 0 0.000683 0.017448
12181567.321486 15021847.013813 0.154439 0 0 0.141245 0.01411
27002291.900669 36892752.036638 0.043012 0 0 0.000832 0.005993
1609248.526113 1550333.257732 0.116423 4 0 0.00455 0.006579
11681843.873839 43353526.114385 0.046023 0 0 0.001326 0.006984
13988490.070843 40713701.777982 0.045439 0 0 0.00289 0.007441
8494485.305168 7827184.925161 0.165381 0 0 0.012119 0.02573
11644863.193786 6607088.106319 0.074866 0 0 0.010364 0.030268
59906255.12967 32575938.478252 0.041461 0 0 0.001989 0.00839
16491804.997149 10220371.876813 0.16254 0 4 0.007044 0.026181
33602738.882685 22397488.483354 0.062301 0 0 0.001013 0.000505
7725509.745088 233650.756664 0.084903 0 0 0.00341 0.02976
28840039.216632 21121326.576217 0.093865 0 0 0.010721 0.019354
12806507.397373 13061615.2388 0.104772 0 0 0.010431 0.001611
19440269.826001 8792765.743989 0.058246 0 0 0.007582 0.000414
10501998.09962 16272521.832867 0.091868 0 0 0.051592 0.00549
24124389.671737 9555465.582969 0.073146 0 0 0.000721 0.00859
6375870.672313 870625.478202 0.063367 0 0 0.004216 0.004554
20111273.226068 15663304.588528 0.209152 0 0 0.160309 0.009845
17866237.126292 10392133.280006 0.068416 0 0 0.002089 0.037905
23669290.231865 13975208.177399 0.057422 0 0 0.000715 0.008311
10385411.815812 11407682.832911 0.196941 0 0 0.13208 0.011571
20621976.923363 21549067.516765 0.069047 0 0 0.001209 0.000537
16393326.700893 11950447.574058 0.110685 0 0 0.018904 0.000681
14940908.258962 9894305.317805 0.086299 0 0 0.001451 0.010506
28363726.479951 11878846.817053 0.062516 0 0 0.001247 0.001243
25107663.655211 11325080.462567 0.075019 0 0 0.001127 0.001196
21634557.336831 22912841.84198 0.091645 0 0 0.000844 0.000841
11795681.228796 801990.508621 0.063477 0 0 0.006974 0.01423
23531266.837929 18856714.343191 0.217084 0 0 0.119498 0.00162
27470634.564582 15492572.031661 0.054516 0 0 0.001312 0.006025
7750598.691119 22133500.192687 0.224836 0 0 0.15025 0.010241
86313900.10714 24351522.939194 0.053484 0 0 0.002157 0.005566
2255838.395207 6538280.652307 0.20406 0 0 0.033616 0.03397
2250100.872446 2897271.767476 0.168392 2 2 0.006268 0.032438
15995587.057294 21056908.556616 0.058036 0 0 0.000544 0.001413
19037331.757852 9659696.825242 0.067986 0 0 0.001214 0.032184
13068965.666116 19912730.189228 0.101713 0 0 0.010292 0.001068
33489722.021356 18806463.752459 0.103197 0 0 0.059333 0.010855
30456285.987636 5125673.783206 0.081545 0 0 0.000676 0.009891
10700001.091313 4087833.751341 0.056512 0 0 0.00314 0.006194
21503368.324923 27241573.398814 0.091319 0 0 0.000756 0.004458
29027491.044835 15097823.451026 0.089659 0 0 0.03826 0.033209
25556735.486541 12081933.383033 0.083928 0 0 0.001398 0.000586
13614027.822277 7478384.103623 0.08502 0 0 0.020479 0.005557
7500795.368593 5663329.914219 0.060722 0 0 0.002509 0.00482
19464025.745694 6036032.370344 0.390052 0 0 0.037752 0.030567
29472305.021485 10343795.790467 0.057311 0 0 0.001267 0.015688
6697099.042885 13911190.531013 0.218772 0 0 0.134007 0.009806
10129460.35602 2964507.022622 0.0743 0 0 0.011704 0.023206
4265008.718036 939150.970259 0.138175 0 0 0.040173 0.002233
29647333.291599 32504105.657865 0.062109 0 0 0.018909 0.008374
14860657.361652 6780924.003738 0.100392 0 0 0.000522 0.021407
19307563.014982 12732285.56701 0.082746 0 0 0.00049 0.001393
18715051.692619 12768477.16102 0.309263 0 0 0.041932 0.012015
23721341.681826 17980742.152612 0.277428 0 0 0.040817 0.011286
48655453.273993 33646672.234499 0.053012 0 0 0.001043 0.004612
25502252.79534 11206425.252722 0.059161 0 0 0.000655 0.00815
13526197.533029 11624866.095474 0.105122 0 0 0.063892 0.004319
2409182.914165 3690823.244731 0.190857 0 0 0.013908 0.027804
2753423.516868 2726013.280932 0.180857 0 0 0.03157 0.024204
7342453.748622 8850806.726065 0.103364 0 0 0.044023 0.010942
27307971.350416 19967869.119901 0.08221 0 0 0.012038 0.000456
4248997.561731 19490470.007702 0.105201 0 0 0.011543 0.002248
23662646.58014 21634541.158949 0.078892 0 0 0.000399 0.005485
29357409.721322 10447538.319385 0.056879 0 0 0.000347 0.000517
26748258.202246 38158452.081472 0.055888 0 0 0.001228 0.002223
20344848.739077 11769108.488826 0.066013 0 0 0.013355 0.003649
16874856.358106 8953180.351921 0.05903 0 0 0.000474 0.006274
36268639.165519 21382629.855178 0.066488 0 0 0.036523 0.011602
9638123.500758 13042984.753849 0.059849 0 0 0.001157 0.009946
9874925.610593 816183.9683 0.057986 0 0 0.00148 0.003822
23514064.615915 35685756.694421 0.055109 0 0 0.001205 0.004708
29921006.375993 20044938.519311 0.19988 0 0 0.159448 0.005767
14057476.397799 11654571.064661 0.079223 0 0 0.001294 0.000832
8437134.771697 2406635.572915 0.132637 0 0 0.001708 0.002266
8740126.652089 12188204.612122 0.133566 0 0 0.001212 0.014883
18934019.567993 14253017.596796 0.070106 3 0 0 0.000384
38962877.434673 21046505.26844 0.0698 0 0 0.00087 0.001538
22143655.112708 21283569.83347 0.239959 0 0 0.160644 0.005646
20149649.602215 12027839.523753 0.077381 0 0 0.04879 0.006487
17180767.668902 13519293.969034 0.261809 0 0 0.156198 0.029277
5061095.836431 13097589.510682 0.248636 0 0 0.159948 0.03442
42073768.426942 18756412.786691 0.054129 0 0 0.001119 0.004262
3271635.909967 6340147.437985 0.170106 0 0 0.001661 0.023406
2846022.967598 9618279.18947 0.07844 0 2 0.010218 0.032214
5740419.18889 3316384.469064 0.194762 0 2 0.008897 0.02887
17693601.845413 10784766.317615 0.067028 0 0 0.000971 0.016157
5851312.604596 8141143.017895 0.072326 0 0 0.001445 0.003127
13141461.507538 9273821.168757 0.109292 0 0 0.001495 0.000697
19626683.515418 23704794.083889 0.169729 0 0 0.110973 0.007019
39418685.636291 14880439.183829 0.052776 0 0 0.001177 0.004833
1221525.636695 1408404.99038 0.248154 0 0 0.220844 0.022126
20762790.96623 6428432.133081 0.064694 0 0 0.001739 0.000334
22119589.024789 34028620.336077 0.039891 0 0 0.001018 0.005552
50986323.936191 36936636.958018 0.055137 0 0 0.000858 0.005089
